VesselID,Date,Terminal,ShippingLine,VesselType,Route,ArrivalHour,TurnaroundHrs,DepartureHour,TEUCapacity,TEULoaded,UtilisationRate
V01246,2023-01-10,Keppel,ONE,Tanker,Singapore–Korea,18,21.1,15,24000,9875,0.411
V01247,2023-01-10,Pasir Panjang T3-4,CMA CGM,Container,Singapore–US West,2,24.9,2,24000,22048,0.919
V01248,2023-01-10,Tuas,HMM,Container,Singapore–SE Asia,8,36.9,20,24000,6765,0.282
V01249,2023-01-10,Brani,Hapag-Lloyd,Container,Singapore–Middle East,17,20.9,13,12000,10206,0.85
V01250,2023-01-10,Brani,HMM,Bulk Carrier,Singapore–Europe,19,28.4,23,14500,16293,1.0
V01251,2023-01-10,Keppel,HMM,Tanker,Singapore–Japan,5,17.2,22,20000,10160,0.508
V01252,2023-01-10,Tuas,CMA CGM,Tanker,Singapore–Korea,6,34.9,16,20000,6981,0.349
V01253,2023-01-10,Tuas,PIL,Tanker,Singapore–US West,1,22.9,23,20000,19471,0.974
V01254,2023-01-10,Tuas,COSCO,Container,Singapore–Middle East,5,26.7,7,12000,18476,1.0
V01255,2023-01-10,Brani,COSCO,Container,Singapore–SE Asia,21,18.4,15,24000,18791,0.783
V01256,2023-01-10,Tanjong Pagar,Hapag-Lloyd,Bulk Carrier,Singapore–SE Asia,17,24.1,17,14500,11536,0.796
V01257,2023-01-10,Brani,Hapag-Lloyd,Container,Singapore–Japan,7,25.0,8,24000,7169,0.299
V01258,2023-01-10,Brani,HMM,Container,Singapore–China,15,34.2,1,14500,15254,1.0
V01259,2023-01-10,Pasir Panjang T3-4,CMA CGM,Container,Singapore–India,8,29.5,13,14500,11461,0.79
V01260,2023-01-10,Brani,HMM,Tanker,Singapore–Europe,1,37.7,14,8000,13306,1.0
V01261,2023-01-10,Tanjong Pagar,COSCO,Tanker,Singapore–Middle East,22,34.6,8,14500,15849,1.0
V01262,2023-01-10,Pasir Panjang T3-4,Yang Ming,Tanker,Singapore–US East,13,24.2,13,12000,10576,0.881
V01263,2023-01-10,Pasir Panjang T1-2,PIL,Container,Singapore–Japan,19,18.4,13,8000,22309,1.0
V01264,2023-01-10,Keppel,Hapag-Lloyd,Container,Singapore–US West,7,37.8,20,14500,19885,1.0
V01265,2023-01-10,Pasir Panjang T3-4,COSCO,Container,Singapore–US East,6,22.7,4,20000,10890,0.544
V01266,2023-01-10,Tanjong Pagar,COSCO,Container,Singapore–Middle East,3,35.2,14,12000,6727,0.561
V01267,2023-01-10,Brani,CMA CGM,Container,Singapore–China,13,24.0,13,14500,7079,0.488
V01268,2023-01-10,Pasir Panjang T1-2,Maersk,Container,Singapore–Europe,23,34.0,9,20000,11376,0.569
V01269,2023-01-10,Pasir Panjang T3-4,CMA CGM,Container,Singapore–Korea,4,16.9,20,8000,5962,0.745
V01270,2023-01-10,Pasir Panjang T3-4,HMM,Tanker,Singapore–US West,12,14.1,2,20000,13517,0.676
V01271,2023-01-10,Pasir Panjang T3-4,ONE,Bulk Carrier,Singapore–Middle East,12,25.7,13,24000,10282,0.428
V01272,2023-01-10,Keppel,Maersk,Container,Singapore–China,0,36.6,12,20000,22174,1.0
V01273,2023-01-11,Keppel,CMA CGM,Container,Singapore–Japan,3,32.8,11,12000,15657,1.0
V01274,2023-01-11,Pasir Panjang T1-2,MSC,Container,Singapore–US East,15,25.4,16,14500,5679,0.392
V01275,2023-01-11,Tanjong Pagar,COSCO,Tanker,Singapore–Europe,15,21.1,12,12000,16727,1.0
V01276,2023-01-11,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–Japan,22,22.0,20,14500,19332,1.0
V01277,2023-01-11,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–SE Asia,20,27.1,23,14500,18068,1.0
V01278,2023-01-11,Brani,ONE,Bulk Carrier,Singapore–China,23,24.8,23,20000,6007,0.3
V01279,2023-01-11,Pasir Panjang T1-2,Yang Ming,Container,Singapore–Europe,7,31.0,14,8000,7465,0.933
V01280,2023-01-11,Keppel,Evergreen,Bulk Carrier,Singapore–China,16,13.0,5,14500,10236,0.706
V01281,2023-01-11,Keppel,Yang Ming,Bulk Carrier,Singapore–US East,10,36.0,22,20000,7657,0.383
V01282,2023-01-11,Tuas,Maersk,Container,Singapore–India,23,31.2,6,24000,21445,0.894
V01283,2023-01-11,Tanjong Pagar,Hapag-Lloyd,Tanker,Singapore–India,5,23.7,4,20000,17330,0.866
V01284,2023-01-11,Tuas,Hapag-Lloyd,Container,Singapore–US West,15,19.0,10,8000,16111,1.0
V01285,2023-01-11,Pasir Panjang T1-2,Yang Ming,Bulk Carrier,Singapore–Europe,10,18.4,4,24000,8383,0.349
V01286,2023-01-11,Tanjong Pagar,ONE,Container,Singapore–US West,18,21.8,15,12000,18553,1.0
V01287,2023-01-11,Pasir Panjang T1-2,Evergreen,Container,Singapore–SE Asia,18,36.4,6,8000,16255,1.0
V01288,2023-01-11,Tuas,CMA CGM,Container,Singapore–US East,9,25.7,10,14500,10380,0.716
V01289,2023-01-11,Tuas,CMA CGM,Container,Singapore–Korea,9,26.5,11,20000,16254,0.813
V01290,2023-01-11,Tanjong Pagar,PIL,Container,Singapore–Europe,0,18.5,18,8000,9556,1.0
V01291,2023-01-11,Keppel,MSC,Container,Singapore–Europe,12,12.0,0,12000,11243,0.937
V01292,2023-01-11,Brani,Evergreen,RORO,Singapore–China,13,17.8,6,12000,5734,0.478
V01293,2023-01-11,Keppel,Hapag-Lloyd,Bulk Carrier,Singapore–SE Asia,3,37.5,16,14500,16935,1.0
V01294,2023-01-11,Brani,HMM,Container,Singapore–SE Asia,23,17.3,16,8000,11400,1.0
V01295,2023-01-11,Keppel,Evergreen,Bulk Carrier,Singapore–US West,3,37.9,16,12000,16720,1.0
V01296,2023-01-11,Brani,ONE,Container,Singapore–Middle East,22,26.8,0,14500,12692,0.875
V01297,2023-01-11,Tanjong Pagar,HMM,Tanker,Singapore–US East,10,16.0,2,24000,7084,0.295
V01298,2023-01-11,Pasir Panjang T3-4,HMM,Bulk Carrier,Singapore–Europe,23,12.2,11,20000,6808,0.34
V01299,2023-01-11,Keppel,Evergreen,Tanker,Singapore–US West,16,27.3,19,14500,10733,0.74
V01300,2023-01-11,Tuas,PIL,Container,Singapore–Middle East,13,34.9,23,20000,8458,0.423
V01301,2023-01-11,Tuas,MSC,Container,Singapore–Korea,5,12.3,17,8000,17493,1.0
V01302,2023-01-11,Pasir Panjang T1-2,MSC,Tanker,Singapore–US East,6,22.9,4,8000,22412,1.0
V01303,2023-01-11,Tuas,MSC,RORO,Singapore–Europe,3,32.2,11,20000,11274,0.564
V01304,2023-01-11,Pasir Panjang T3-4,COSCO,RORO,Singapore–US East,3,12.3,15,8000,19224,1.0
V01305,2023-01-11,Tuas,MSC,Bulk Carrier,Singapore–US East,2,27.4,5,12000,9146,0.762
V01306,2023-01-11,Tanjong Pagar,CMA CGM,Bulk Carrier,Singapore–India,13,16.8,5,12000,7598,0.633
V01307,2023-01-11,Tuas,MSC,Tanker,Singapore–SE Asia,12,33.3,21,12000,18675,1.0
V01308,2023-01-12,Pasir Panjang T1-2,CMA CGM,Bulk Carrier,Singapore–Europe,19,14.6,9,8000,10874,1.0
V01309,2023-01-12,Tanjong Pagar,Hapag-Lloyd,Bulk Carrier,Singapore–SE Asia,23,16.2,15,20000,7346,0.367
V01310,2023-01-12,Keppel,Hapag-Lloyd,Container,Singapore–Japan,21,26.6,23,20000,17782,0.889
V01311,2023-01-12,Tuas,Maersk,Bulk Carrier,Singapore–India,18,33.6,3,12000,7169,0.597
V01312,2023-01-12,Tanjong Pagar,Yang Ming,Container,Singapore–US East,9,27.3,12,8000,10772,1.0
V01313,2023-01-12,Keppel,HMM,Tanker,Singapore–India,7,31.8,14,12000,17711,1.0
V01314,2023-01-12,Tuas,Maersk,Container,Singapore–US West,5,20.5,1,12000,12981,1.0
V01315,2023-01-12,Brani,Hapag-Lloyd,Container,Singapore–US West,2,20.2,22,12000,7434,0.62
V01316,2023-01-12,Pasir Panjang T1-2,COSCO,Container,Singapore–US West,15,32.5,23,12000,5973,0.498
V01317,2023-01-12,Tuas,Yang Ming,Container,Singapore–US East,3,28.1,7,8000,20743,1.0
V01318,2023-01-12,Brani,PIL,Container,Singapore–US West,5,31.9,12,20000,7702,0.385
V01319,2023-01-12,Brani,ONE,Container,Singapore–Europe,7,35.9,18,24000,16998,0.708
V01320,2023-01-12,Pasir Panjang T1-2,Yang Ming,Container,Singapore–India,0,28.0,4,20000,17375,0.869
V01321,2023-01-12,Keppel,CMA CGM,Container,Singapore–Europe,12,27.5,15,12000,11232,0.936
V01322,2023-01-12,Brani,Evergreen,Container,Singapore–Europe,1,22.7,23,20000,9720,0.486
V01323,2023-01-12,Tanjong Pagar,PIL,Tanker,Singapore–China,12,33.2,21,24000,18859,0.786
V01324,2023-01-12,Brani,ONE,Container,Singapore–US East,0,27.8,3,12000,8556,0.713
V01325,2023-01-12,Pasir Panjang T1-2,Yang Ming,Container,Singapore–Korea,7,31.8,14,12000,16230,1.0
V01326,2023-01-12,Pasir Panjang T1-2,PIL,RORO,Singapore–Europe,19,34.7,5,24000,7677,0.32
V01327,2023-01-12,Brani,Maersk,Container,Singapore–SE Asia,21,14.2,11,12000,17502,1.0
V01328,2023-01-12,Tuas,MSC,Tanker,Singapore–US East,5,36.9,17,20000,12702,0.635
V01329,2023-01-13,Pasir Panjang T3-4,Maersk,Container,Singapore–Korea,15,16.9,7,20000,10634,0.532
V01330,2023-01-13,Pasir Panjang T1-2,Evergreen,Container,Singapore–SE Asia,15,23.7,14,20000,15169,0.758
V01331,2023-01-13,Tuas,PIL,Container,Singapore–US East,6,16.2,22,20000,10660,0.533
V01332,2023-01-13,Pasir Panjang T3-4,CMA CGM,Tanker,Singapore–Europe,4,26.1,6,20000,19290,0.964
V01333,2023-01-13,Keppel,ONE,Tanker,Singapore–China,21,14.6,11,14500,18489,1.0
V01334,2023-01-13,Pasir Panjang T1-2,Maersk,Container,Singapore–US West,1,32.2,9,14500,7750,0.534
V01335,2023-01-13,Tanjong Pagar,Evergreen,Tanker,Singapore–SE Asia,1,33.5,10,8000,18578,1.0
V01336,2023-01-13,Keppel,MSC,Container,Singapore–SE Asia,4,12.0,16,24000,5871,0.245
V01337,2023-01-13,Brani,HMM,RORO,Singapore–China,7,13.8,20,14500,11578,0.798
V01338,2023-01-13,Tanjong Pagar,Maersk,Bulk Carrier,Singapore–Middle East,23,15.7,14,8000,14157,1.0
V01339,2023-01-13,Tanjong Pagar,HMM,General Cargo,Singapore–SE Asia,4,14.0,18,20000,17722,0.886
V01340,2023-01-13,Pasir Panjang T1-2,COSCO,Tanker,Singapore–China,23,29.6,4,20000,8175,0.409
V01341,2023-01-13,Tanjong Pagar,Yang Ming,Container,Singapore–US East,12,36.4,0,24000,5573,0.232
V01342,2023-01-13,Tuas,MSC,Container,Singapore–Japan,1,30.9,7,14500,8838,0.61
V01343,2023-01-13,Pasir Panjang T1-2,Evergreen,Bulk Carrier,Singapore–Middle East,0,26.4,2,20000,10091,0.505
V01344,2023-01-13,Pasir Panjang T1-2,Hapag-Lloyd,Tanker,Singapore–Korea,2,16.0,18,12000,22700,1.0
V01345,2023-01-13,Pasir Panjang T3-4,HMM,Container,Singapore–US West,15,36.1,3,12000,5694,0.474
V01346,2023-01-13,Tuas,MSC,Tanker,Singapore–Middle East,2,21.1,23,24000,10475,0.436
V01347,2023-01-13,Tuas,ONE,Container,Singapore–China,17,21.2,14,8000,9114,1.0
V01348,2023-01-13,Pasir Panjang T1-2,CMA CGM,Container,Singapore–Middle East,19,31.8,2,20000,21033,1.0
V01349,2023-01-13,Brani,COSCO,Container,Singapore–India,4,28.9,8,12000,6642,0.554
V01350,2023-01-13,Brani,Maersk,RORO,Singapore–Europe,2,16.3,18,12000,9396,0.783
V01351,2023-01-13,Pasir Panjang T3-4,PIL,RORO,Singapore–SE Asia,7,35.4,18,20000,8559,0.428
V01352,2023-01-14,Pasir Panjang T1-2,COSCO,Tanker,Singapore–US East,7,32.8,15,14500,13944,0.962
V01353,2023-01-14,Pasir Panjang T1-2,CMA CGM,Container,Singapore–US East,9,24.7,9,24000,17025,0.709
V01354,2023-01-14,Keppel,Hapag-Lloyd,Container,Singapore–Europe,6,13.1,19,20000,5606,0.28
V01355,2023-01-14,Brani,COSCO,Container,Singapore–Korea,20,17.9,13,20000,11471,0.574
V01356,2023-01-14,Tanjong Pagar,PIL,Bulk Carrier,Singapore–Middle East,22,27.5,1,20000,12820,0.641
V01357,2023-01-14,Pasir Panjang T3-4,Evergreen,Container,Singapore–Korea,4,25.9,5,8000,12654,1.0
V01358,2023-01-14,Tanjong Pagar,CMA CGM,Container,Singapore–Japan,0,14.4,14,20000,6898,0.345
V01359,2023-01-14,Brani,Maersk,Container,Singapore–SE Asia,0,23.3,23,20000,12294,0.615
V01360,2023-01-14,Brani,Evergreen,Tanker,Singapore–Korea,5,37.1,18,14500,6551,0.452
V01361,2023-01-14,Tanjong Pagar,PIL,Container,Singapore–Japan,3,20.3,23,24000,10661,0.444
V01362,2023-01-14,Tanjong Pagar,Maersk,Bulk Carrier,Singapore–US East,22,12.7,10,8000,22816,1.0
V01363,2023-01-14,Tuas,Hapag-Lloyd,Container,Singapore–India,12,28.0,16,8000,21452,1.0
V01364,2023-01-14,Tanjong Pagar,Maersk,Container,Singapore–Korea,2,20.1,22,14500,7081,0.488
V01365,2023-01-14,Pasir Panjang T3-4,ONE,Container,Singapore–China,13,34.0,23,24000,11989,0.5
V01366,2023-01-14,Keppel,PIL,Container,Singapore–China,1,19.1,20,12000,6290,0.524
V01367,2023-01-14,Brani,Hapag-Lloyd,Container,Singapore–Korea,8,35.0,19,14500,15572,1.0
V01368,2023-01-14,Pasir Panjang T3-4,MSC,Container,Singapore–India,8,14.7,22,20000,7285,0.364
V01369,2023-01-14,Pasir Panjang T1-2,Yang Ming,Container,Singapore–India,21,22.2,19,8000,5529,0.691
V01370,2023-01-14,Keppel,Evergreen,Bulk Carrier,Singapore–Korea,4,21.3,1,14500,7012,0.484
V01371,2023-01-14,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–Japan,20,21.0,17,14500,15425,1.0
V01372,2023-01-14,Keppel,ONE,Container,Singapore–US West,14,28.8,18,14500,13613,0.939
V01373,2023-01-14,Tanjong Pagar,HMM,Container,Singapore–Middle East,20,16.2,12,14500,13658,0.942
V01374,2023-01-14,Tuas,Evergreen,Container,Singapore–Europe,12,36.8,0,24000,18949,0.79
V01375,2023-01-14,Pasir Panjang T1-2,CMA CGM,Bulk Carrier,Singapore–Korea,12,29.8,17,24000,6459,0.269
V01376,2023-01-14,Keppel,MSC,General Cargo,Singapore–SE Asia,21,30.2,3,8000,21473,1.0
V01377,2023-01-14,Tuas,Maersk,Tanker,Singapore–India,20,14.9,10,20000,10149,0.507
V01378,2023-01-14,Tuas,Hapag-Lloyd,Tanker,Singapore–Japan,10,35.6,21,24000,9955,0.415
V01379,2023-01-14,Keppel,Hapag-Lloyd,Bulk Carrier,Singapore–Korea,21,14.6,11,8000,12009,1.0
V01380,2023-01-14,Tanjong Pagar,CMA CGM,Bulk Carrier,Singapore–China,11,18.0,5,20000,5572,0.279
V01381,2023-01-14,Tuas,HMM,Bulk Carrier,Singapore–China,6,20.9,2,14500,8696,0.6
V01382,2023-01-14,Pasir Panjang T1-2,Maersk,RORO,Singapore–US West,16,34.8,2,24000,6745,0.281
V01383,2023-01-14,Pasir Panjang T1-2,PIL,Container,Singapore–Europe,21,18.4,15,14500,11242,0.775
V01384,2023-01-14,Keppel,Maersk,Container,Singapore–Middle East,10,27.5,13,8000,16601,1.0
V01385,2023-01-15,Tanjong Pagar,Maersk,Tanker,Singapore–Middle East,21,20.8,17,12000,11019,0.918
V01386,2023-01-15,Tanjong Pagar,ONE,Container,Singapore–China,16,26.5,18,8000,21764,1.0
V01387,2023-01-15,Keppel,Maersk,Tanker,Singapore–China,22,35.5,9,12000,13180,1.0
V01388,2023-01-15,Brani,Yang Ming,Tanker,Singapore–Middle East,0,19.5,19,8000,15347,1.0
V01389,2023-01-15,Brani,HMM,Container,Singapore–US West,7,37.1,20,20000,11581,0.579
V01390,2023-01-15,Brani,HMM,RORO,Singapore–Japan,13,23.2,12,8000,20247,1.0
V01391,2023-01-15,Keppel,Maersk,Bulk Carrier,Singapore–Japan,10,30.3,16,14500,17948,1.0
V01392,2023-01-15,Keppel,Yang Ming,Container,Singapore–Europe,16,31.4,23,12000,9870,0.822
V01393,2023-01-15,Tuas,COSCO,Tanker,Singapore–Europe,20,27.9,23,12000,17998,1.0
V01394,2023-01-15,Brani,PIL,Bulk Carrier,Singapore–US West,9,34.2,19,12000,6936,0.578
V01395,2023-01-15,Tuas,Yang Ming,Tanker,Singapore–India,17,26.7,19,20000,15212,0.761
V01396,2023-01-15,Pasir Panjang T1-2,MSC,General Cargo,Singapore–Korea,23,30.4,5,14500,21577,1.0
V01397,2023-01-15,Tuas,Maersk,Tanker,Singapore–India,14,16.5,6,14500,13510,0.932
V01398,2023-01-15,Tuas,Yang Ming,Container,Singapore–India,2,21.9,23,20000,5796,0.29
V01399,2023-01-15,Brani,Evergreen,Container,Singapore–China,20,24.6,20,8000,10551,1.0
V01400,2023-01-15,Pasir Panjang T1-2,ONE,Bulk Carrier,Singapore–US East,16,32.7,0,24000,6144,0.256
V01401,2023-01-15,Brani,Hapag-Lloyd,Container,Singapore–Japan,21,26.1,23,8000,9798,1.0
V01402,2023-01-15,Brani,MSC,Tanker,Singapore–Europe,11,37.9,0,14500,20170,1.0
V01403,2023-01-15,Keppel,CMA CGM,Tanker,Singapore–US East,8,25.5,9,24000,13753,0.573
V01404,2023-01-15,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–Middle East,14,25.4,15,8000,17603,1.0
V01405,2023-01-15,Keppel,Yang Ming,Container,Singapore–Japan,23,33.1,8,14500,18455,1.0
V01406,2023-01-15,Keppel,CMA CGM,Container,Singapore–US East,18,15.7,9,12000,9506,0.792
V01407,2023-01-15,Tanjong Pagar,Yang Ming,Container,Singapore–Middle East,19,18.7,13,8000,18193,1.0
V01408,2023-01-15,Pasir Panjang T1-2,COSCO,Tanker,Singapore–Korea,9,30.8,15,24000,9845,0.41
V01409,2023-01-16,Pasir Panjang T3-4,CMA CGM,Container,Singapore–US East,9,32.9,17,24000,8462,0.353
V01410,2023-01-16,Tanjong Pagar,PIL,Tanker,Singapore–US East,11,34.6,21,24000,16142,0.673
V01411,2023-01-16,Keppel,MSC,Container,Singapore–US West,6,25.0,7,24000,9876,0.412
V01412,2023-01-16,Tanjong Pagar,CMA CGM,Container,Singapore–US West,5,17.2,22,20000,11237,0.562
V01413,2023-01-16,Pasir Panjang T1-2,HMM,Tanker,Singapore–US West,0,27.7,3,12000,17431,1.0
V01414,2023-01-16,Keppel,PIL,Container,Singapore–Middle East,6,28.2,10,14500,13373,0.922
V01415,2023-01-16,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–Korea,8,35.0,19,20000,8820,0.441
V01416,2023-01-16,Tanjong Pagar,PIL,Container,Singapore–India,18,27.6,21,14500,10119,0.698
V01417,2023-01-16,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–SE Asia,1,32.9,9,12000,5510,0.459
V01418,2023-01-16,Pasir Panjang T3-4,MSC,Tanker,Singapore–US East,15,13.3,4,12000,9514,0.793
V01419,2023-01-16,Keppel,HMM,Container,Singapore–Korea,10,19.7,5,12000,14778,1.0
V01420,2023-01-16,Keppel,Maersk,Container,Singapore–Middle East,20,16.1,12,24000,8359,0.348
V01421,2023-01-16,Keppel,PIL,Bulk Carrier,Singapore–US West,21,35.1,8,12000,9620,0.802
V01422,2023-01-16,Keppel,MSC,Bulk Carrier,Singapore–Japan,8,21.9,5,12000,17142,1.0
V01423,2023-01-16,Keppel,COSCO,Tanker,Singapore–US West,0,32.6,8,12000,10148,0.846
V01424,2023-01-16,Keppel,Maersk,Container,Singapore–Korea,21,31.2,4,14500,6569,0.453
V01425,2023-01-16,Keppel,Maersk,RORO,Singapore–SE Asia,18,21.0,15,20000,15812,0.791
V01426,2023-01-16,Tanjong Pagar,ONE,Bulk Carrier,Singapore–US East,5,14.4,19,20000,9634,0.482
V01427,2023-01-16,Keppel,Maersk,Container,Singapore–Middle East,14,12.6,2,24000,10886,0.454
V01428,2023-01-16,Pasir Panjang T1-2,ONE,Container,Singapore–SE Asia,23,13.6,12,12000,20983,1.0
V01429,2023-01-16,Brani,Yang Ming,Tanker,Singapore–Korea,21,34.6,7,24000,21570,0.899
V01430,2023-01-16,Tuas,HMM,Tanker,Singapore–Japan,21,31.0,4,24000,6542,0.273
V01431,2023-01-16,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–Middle East,13,34.1,23,24000,21883,0.912
V01432,2023-01-16,Tuas,CMA CGM,Tanker,Singapore–India,14,30.5,20,24000,13673,0.57
V01433,2023-01-16,Pasir Panjang T1-2,Hapag-Lloyd,General Cargo,Singapore–Europe,15,16.3,7,12000,21364,1.0
V01434,2023-01-16,Pasir Panjang T3-4,Evergreen,Container,Singapore–China,19,17.5,12,24000,6624,0.276
V01435,2023-01-16,Tanjong Pagar,Yang Ming,Tanker,Singapore–Middle East,2,18.5,20,12000,17713,1.0
V01436,2023-01-16,Tanjong Pagar,Hapag-Lloyd,Tanker,Singapore–SE Asia,17,23.7,16,14500,11305,0.78
V01437,2023-01-16,Keppel,CMA CGM,Container,Singapore–Europe,6,36.1,18,24000,11234,0.468
V01438,2023-01-16,Tanjong Pagar,CMA CGM,Tanker,Singapore–Japan,7,13.5,20,14500,9332,0.644
V01439,2023-01-16,Pasir Panjang T1-2,ONE,General Cargo,Singapore–US West,7,36.4,19,20000,13298,0.665
V01440,2023-01-17,Brani,ONE,Tanker,Singapore–China,11,30.3,17,8000,16911,1.0
V01441,2023-01-17,Brani,Evergreen,Bulk Carrier,Singapore–US East,20,36.3,8,20000,23003,1.0
V01442,2023-01-17,Pasir Panjang T1-2,ONE,Container,Singapore–Middle East,3,21.1,0,20000,8241,0.412
V01443,2023-01-17,Pasir Panjang T3-4,MSC,Bulk Carrier,Singapore–SE Asia,3,26.6,5,14500,16008,1.0
V01444,2023-01-17,Tanjong Pagar,CMA CGM,Container,Singapore–Europe,6,12.4,18,14500,5486,0.378
V01445,2023-01-17,Tanjong Pagar,Yang Ming,RORO,Singapore–SE Asia,3,29.3,8,12000,16892,1.0
V01446,2023-01-17,Tuas,CMA CGM,Container,Singapore–China,3,26.7,5,12000,9648,0.804
V01447,2023-01-17,Tanjong Pagar,HMM,Tanker,Singapore–Japan,6,29.8,11,14500,16722,1.0
V01448,2023-01-17,Pasir Panjang T1-2,COSCO,Container,Singapore–India,0,30.8,6,8000,11415,1.0
V01449,2023-01-17,Pasir Panjang T1-2,Evergreen,Container,Singapore–SE Asia,14,24.4,14,14500,11080,0.764
V01450,2023-01-17,Tanjong Pagar,PIL,Tanker,Singapore–China,10,29.8,15,14500,10535,0.727
V01451,2023-01-17,Tuas,Maersk,RORO,Singapore–SE Asia,15,29.0,20,24000,12939,0.539
V01452,2023-01-17,Pasir Panjang T1-2,Maersk,Container,Singapore–US East,16,18.1,10,14500,9436,0.651
V01453,2023-01-17,Tuas,CMA CGM,Tanker,Singapore–Europe,9,27.7,12,8000,12829,1.0
V01454,2023-01-17,Brani,HMM,Bulk Carrier,Singapore–China,1,24.2,1,8000,11463,1.0
V01455,2023-01-17,Pasir Panjang T1-2,Maersk,Bulk Carrier,Singapore–US East,7,26.7,9,20000,11418,0.571
V01456,2023-01-17,Tuas,HMM,General Cargo,Singapore–Europe,4,14.9,18,20000,9868,0.493
V01457,2023-01-17,Tanjong Pagar,HMM,Tanker,Singapore–US West,22,12.5,10,14500,21281,1.0
V01458,2023-01-17,Tuas,CMA CGM,General Cargo,Singapore–China,11,37.3,0,8000,22785,1.0
V01459,2023-01-17,Brani,HMM,Container,Singapore–SE Asia,6,15.7,21,20000,13748,0.687
V01460,2023-01-17,Tuas,Maersk,Container,Singapore–US West,14,20.1,10,14500,5772,0.398
V01461,2023-01-17,Pasir Panjang T3-4,CMA CGM,Container,Singapore–India,19,30.3,1,14500,18314,1.0
V01462,2023-01-17,Brani,ONE,Container,Singapore–Japan,21,26.2,23,8000,13499,1.0
V01463,2023-01-17,Keppel,MSC,Container,Singapore–US East,9,22.3,7,24000,12637,0.527
V01464,2023-01-17,Pasir Panjang T3-4,HMM,Container,Singapore–Japan,10,17.7,3,12000,17763,1.0
V01465,2023-01-17,Keppel,Yang Ming,Container,Singapore–Japan,13,26.0,15,8000,20018,1.0
V01466,2023-01-17,Pasir Panjang T3-4,Yang Ming,Container,Singapore–China,14,25.3,15,8000,9352,1.0
V01467,2023-01-17,Keppel,Yang Ming,Container,Singapore–China,15,24.9,15,24000,5882,0.245
V01468,2023-01-17,Keppel,CMA CGM,Container,Singapore–Japan,14,16.6,6,20000,7471,0.374
V01469,2023-01-17,Tuas,COSCO,RORO,Singapore–Korea,7,23.1,6,20000,13999,0.7
V01470,2023-01-17,Tanjong Pagar,MSC,Container,Singapore–Korea,14,37.7,3,8000,9258,1.0
V01471,2023-01-17,Pasir Panjang T1-2,PIL,Container,Singapore–US East,3,30.1,9,12000,6595,0.55
V01472,2023-01-18,Tanjong Pagar,Evergreen,RORO,Singapore–SE Asia,4,15.7,19,8000,16626,1.0
V01473,2023-01-18,Keppel,Maersk,Container,Singapore–SE Asia,13,17.3,6,8000,19754,1.0
V01474,2023-01-18,Pasir Panjang T1-2,Maersk,Bulk Carrier,Singapore–Europe,8,23.5,7,12000,9454,0.788
V01475,2023-01-18,Tanjong Pagar,CMA CGM,General Cargo,Singapore–India,10,24.1,10,24000,13979,0.582
V01476,2023-01-18,Brani,Maersk,Container,Singapore–US East,17,20.4,13,8000,16982,1.0
V01477,2023-01-18,Brani,COSCO,Tanker,Singapore–US East,17,16.7,9,12000,13442,1.0
V01478,2023-01-18,Keppel,Hapag-Lloyd,Container,Singapore–Japan,7,16.8,23,8000,8722,1.0
V01479,2023-01-18,Pasir Panjang T1-2,CMA CGM,RORO,Singapore–India,6,16.5,22,8000,10126,1.0
V01480,2023-01-18,Pasir Panjang T1-2,CMA CGM,Container,Singapore–US East,15,23.8,14,20000,17863,0.893
V01481,2023-01-18,Keppel,COSCO,Tanker,Singapore–US East,9,35.5,20,24000,17381,0.724
V01482,2023-01-18,Pasir Panjang T1-2,Evergreen,Container,Singapore–Europe,14,35.5,1,12000,10388,0.866
V01483,2023-01-18,Pasir Panjang T1-2,MSC,Container,Singapore–Japan,19,22.2,17,24000,6318,0.263
V01484,2023-01-18,Pasir Panjang T3-4,Evergreen,Container,Singapore–Middle East,21,31.6,4,24000,11880,0.495
